title,box_off_num
롤플레이,77224.10918472575
마티나,91883.2809698471
음치 클리닉,1625364.168018539
남영동1985,152543.04458807924
돈 크라이 마미,324595.5442223
반드시 크게 들을 것 2 : Wild Days,56124.3901111374
범죄소년,320759.4991827081
내가 살인범이다,3358859.3545230804
터치,8213.076131994665
늑대소년,3582906.583051036
맥코리아,-13179.42259112163
용의자X,3491610.3963959506
하나안,480396.7013771221
투 올드 힙합 키드,160814.12298770473
한경직,282269.9121391078
미운오리새끼,61364.340825116866
황제펭귄 펭이와 솜이,62830.201733284026
두 개의 문,161314.7968671807
I AM,637407.7607587404
후궁 : 제왕의 첩,2272309.2528284574
"안녕, 하세요!",336911.85977947747
천국의 아이들,371545.3548332682
할머니는 일학년,112613.5066393119
두레소리,325528.01728038216
"봄, 눈",263871.14720931085
은교,591870.8929404042
간기남,1624463.1645330396
시체가 돌아왔다,1258738.1653219904
말하는 건축가,168386.32003986827
밀월도 가는 길,142305.8341654237
파파,541474.9879030957
점박이:한반도의 공룡3D,13092.47485317384
댄싱퀸,3429874.694252033
누구의 딸도 아닌 해원,-29051.062464605802
신세계,3973748.508681151
굿바이 홈런,145016.44673494616
불륜의 시대,-2032.033279814214
남쪽으로 튀어,2735754.2038560184
좋은 친구들,2035763.5383946057
지슬 - 끝나지 않은 세월 2,325528.01728038216
누구나 제 명에 죽고 싶다,2546.1023326732357
사이코메트리,893575.023087559
환상속의 그대,645061.2219386187
몽타주,1041153.2795070598
"힘내세요, 병헌씨",336440.5011590648
꼭두각시,105375.3572022396
홀리,113072.63229127563
마이 라띠마,692274.5139745377
더 테러 라이브,454891.347432251
슈퍼피쉬 - 끝없는 여정,11879.38567413866
콩가네,686792.3199487014
허풍,103892.83613628981
젊은 엄마,-6070.202216049084
노라노,101740.48969496132
노브레싱,399273.4421445267
말하는 건축 시티:홀,287924.29864186904
댄서김의 은밀한 교수법,-13179.42259112163
소원,378217.2012042443
고양이 소녀,69315.30782973964
롤플레이 2 : 동침,-13179.42259112163
동창생,519884.4117075635
용의자,4032210.238796412
미녀전쟁,77304.63431102934
캐치미,822973.9313280236
그 강아지 그 고양이,161291.68686758878
화려한 외출,116062.82082872954
오하이오 삿포로,-13179.42259112163
마이 리틀 히어로,3838622.669371879
박수건달,4272038.165871983
배꼽,356171.47379805957
나가요 미스콜,232415.4382035997
우아한 거짓말,1329205.4512427505
미스터 컴퍼니,66833.61878286465
우리별 일호와 얼룩소,-29560.389778409124
찌라시: 위험한 소문,2453654.268538941
조선미녀삼총사,647938.8179243662
만찬,718336.142333436
한 번도 안 해본 여자,91658.31452149675
살인자,21136.224082519075
  이것이 우리의 끝이다,859505.1105338972
그댄 나의 뱀파이어,-23047.683423924005
황제를 위하여,1020312.0880861578
레디액션! 폭력영화,-5922.203304580015
스퀴시랜드,96918.4185389721
우는 남자,2116083.7116491003
하이힐,3043801.4672743506
도희야,552307.7128353604
표적,1347526.5092859848
10분,62165.99801587517
메이크 유어 무브,661077.1720461632
카토 프로젝트,4848.374332158239
녀녀녀,230918.5809913738
방황하는 칼날,2141782.986825732
바리새인,141569.88563624243
욕망의 독: 중독,40510.63037370646
설계,19308.30371554968
레쓰링,143480.58489522644
원 컷 - 어느 친절한 살인자의 기록,264369.8141437168
픽업 아티스트,262495.1818763875
옹녀뎐,43948.81651259225
왓니껴,741840.7585862977
족구왕,486221.7657306635
내 연애의 기억,41357.7064978022
바세코의 아이들,16281.389060096455
명량,5209239.069730039
군도: 민란의 시대,3642153.71841287
산타바바라,40868.49942273641
나는 야한 여자가 좋다,-5054.672560223146
숙희,83014.75866912972
더 테너 리리코 스핀토,1246644.6602963926
기술자들,2070096.8227650798
신화 라이브 3D 더 레전드 컨티뉴스,93080.58141456406
악사들,286365.7692900411
울언니,151362.3739974717
정사: 위험한 성적유희,116062.82082872954
레디액션 청춘,4387932.284021754
"제자, 옥한흠",122982.96163202872
환상,-4039.0964353903655
위층여자,100567.55840535909
가자! 장미여관으로 3 - 방황,123661.50190771787
나는 야한 여자가 좋다 3,-5054.672560223146
스물,1405686.1089198617
그라운드의 이방인,253235.23057925166
살인의뢰,1347526.5092859848
살인캠프,5735.789808385889
헬머니,1209020.1161516553
조류인간,280648.18793196714
최강전사 미니특공대 : 새로운 악당의 습격,30160.702532044135
생각보다 맑은,-13179.42259112163
고양이 장례식,482959.1778794512
설해,866993.7215845219
나의 절친 악당들,1165349.9885153405
연평해전,3643524.390031124
극비수사,499352.63272878027
성난 화가,80042.49788685355
은밀한 유혹,635447.441768383
혜경궁 홍씨,104729.06599358644
무뢰한,2725405.1765592657
간신,4661989.33021937
연애의 맛,346022.0319821315
잡식가족의 딜레마,-9218.390306023997
플랑크 상수,-16580.24855399082
장수상회,1560939.4380509665
파울볼,43832.31914548623
춘희막이,-10553.276735220077
덫: 치명적인 유혹,139421.8201487067
션샤인 러브,133652.5921460254
사도,3228827.8110381216
돼지 같은 여자,26133.41877341371
사랑이 이긴다,-44777.39064593775
슈퍼레이서 엔지,538253.2240464927
제 7기사단,-66801.43884938493
고백,-33591.987494512665
미쓰 와이프,3429874.694252033
위로공단,295895.0999253132
베테랑,3822297.852164975
악인은 살아 있다,36010.11871553131
쓰리 썸머 나잇,1087384.0612909098
마돈나,972763.7110784119
"나의 아들, 나의 어머니",44505.62246127117
슬픈남자,-33293.888222826965
타이밍,-12308.915302251002
타투,121826.94865546
어떤이의 꿈,10330.29932795678
해에게서 소년에게,87562.62989773916
울보 권투부,266851.5031905918
어떤살인,629867.6588644872
말하지 못한 비밀,-37396.22258011278
조선안방 스캔들-칠거지악 2,21489.743622602968
